      x      |      eta     |      t       |      Hp      |    dHp/dx    |   ddHp/ddx   |      Chi     |      d_A     |      d_L     | Sum_Dens_Params |    Omega_B   |   Omega_CDM  | Omega_Lambda |  Omega_gamma |   Omega_Nu   |   Omega_K    
    -5.82583 |  1.95263e+25 |  7.88742e+13 |  2.36017e-17 |            0 |            0 |  4.18382e+26 |  1.23438e+24 |  1.41807e+29 |               1 |     0.143435 |     0.765945 |  5.03125e-08 |    0.0535649 |    0.0370545 |            0 
    -5.81381 |  1.96794e+25 |  8.03888e+13 |  2.34477e-17 |            0 |            0 |  4.18229e+26 |  1.24884e+24 |  1.40062e+29 |               1 |     0.143591 |     0.766775 |  5.22151e-08 |    0.0529826 |    0.0366517 |            0 
     -5.8018 |  1.98335e+25 |  8.19317e+13 |  2.32948e-17 |            0 |            0 |  4.18075e+26 |  1.26347e+24 |  1.38339e+29 |               1 |     0.143745 |     0.767596 |  5.41891e-08 |    0.0524061 |    0.0362529 |            0 
    -5.78979 |  1.99886e+25 |  8.35036e+13 |   2.3143e-17 |            0 |            0 |   4.1792e+26 |  1.27826e+24 |  1.36637e+29 |               1 |     0.143897 |      0.76841 |   5.6237e-08 |    0.0518352 |     0.035858 |            0 
    -5.77778 |  2.01447e+25 |   8.5105e+13 |  2.29924e-17 |            0 |            0 |  4.17764e+26 |  1.29322e+24 |  1.34955e+29 |               1 |     0.144048 |     0.769215 |  5.83616e-08 |      0.05127 |     0.035467 |            0 
    -5.76577 |  2.03018e+25 |  8.67366e+13 |  2.28429e-17 |            0 |            0 |  4.17607e+26 |  1.30836e+24 |  1.33293e+29 |               1 |     0.144197 |     0.770013 |  6.05658e-08 |    0.0507103 |    0.0350798 |            0 
    -5.75375 |    2.046e+25 |  8.83989e+13 |  2.26945e-17 |            0 |            0 |  4.17448e+26 |  1.32367e+24 |  1.31652e+29 |               1 |     0.144345 |     0.770802 |  6.28525e-08 |    0.0501562 |    0.0346965 |            0 
    -5.74174 |  2.06191e+25 |  9.00924e+13 |  2.25472e-17 |            0 |            0 |  4.17289e+26 |  1.33915e+24 |   1.3003e+29 |               1 |     0.144491 |     0.771584 |  6.52249e-08 |    0.0496076 |     0.034317 |            0 
    -5.72973 |  2.07794e+25 |  9.18179e+13 |  2.24009e-17 |            0 |            0 |  4.17129e+26 |  1.35482e+24 |  1.28428e+29 |               1 |     0.144636 |     0.772358 |   6.7686e-08 |    0.0490644 |    0.0339413 |            0 
    -5.71772 |  2.09407e+25 |  9.35759e+13 |  2.22557e-17 |            0 |            0 |  4.16968e+26 |  1.37066e+24 |  1.26846e+29 |               1 |      0.14478 |     0.773124 |  7.02392e-08 |    0.0485267 |    0.0335693 |            0 
    -5.70571 |   2.1103e+25 |  9.53669e+13 |  2.21116e-17 |            0 |            0 |  4.16805e+26 |  1.38668e+24 |  1.25282e+29 |               1 |     0.144922 |     0.773883 |   7.2888e-08 |    0.0479943 |     0.033201 |            0 
    -5.69369 |  2.12664e+25 |  9.71916e+13 |  2.19686e-17 |            0 |            0 |  4.16642e+26 |  1.40289e+24 |  1.23738e+29 |               1 |     0.145062 |     0.774634 |  7.56358e-08 |    0.0474673 |    0.0328364 |            0 
    -5.68168 |  2.14308e+25 |  9.90506e+13 |  2.18265e-17 |            0 |            0 |  4.16478e+26 |  1.41928e+24 |  1.22212e+29 |               1 |     0.145202 |     0.775377 |  7.84864e-08 |    0.0469455 |    0.0324755 |            0 
    -5.66967 |  2.15964e+25 |  1.00944e+14 |  2.16856e-17 |            0 |            0 |  4.16312e+26 |  1.43586e+24 |  1.20705e+29 |               1 |      0.14534 |     0.776113 |  8.14435e-08 |     0.046429 |    0.0321182 |            0 
    -5.65766 |   2.1763e+25 |  1.02874e+14 |  2.15456e-17 |            0 |            0 |  4.16145e+26 |  1.45263e+24 |  1.19216e+29 |               1 |     0.145476 |     0.776842 |  8.45112e-08 |    0.0459177 |    0.0317645 |            0 
    -5.64565 |  2.19307e+25 |  1.04839e+14 |  2.14066e-17 |            0 |            0 |  4.15978e+26 |  1.46959e+24 |  1.17745e+29 |               1 |     0.145611 |     0.777563 |  8.76935e-08 |    0.0454116 |    0.0314143 |            0 
    -5.63363 |  2.20994e+25 |  1.06841e+14 |  2.12687e-17 |            0 |            0 |  4.15809e+26 |  1.48675e+24 |  1.16292e+29 |               1 |     0.145745 |     0.778277 |  9.09947e-08 |    0.0449106 |    0.0310677 |            0 
    -5.62162 |  2.22693e+25 |   1.0888e+14 |  2.11317e-17 |            0 |            0 |  4.15639e+26 |   1.5041e+24 |  1.14857e+29 |               1 |     0.145877 |     0.778984 |  9.44193e-08 |    0.0444146 |    0.0307246 |            0 
    -5.60961 |  2.24403e+25 |  1.10957e+14 |  2.09958e-17 |            0 |            0 |  4.15468e+26 |  1.52165e+24 |  1.13438e+29 |               1 |     0.146008 |     0.779683 |  9.79717e-08 |    0.0439237 |     0.030385 |            0 
     -5.5976 |  2.26123e+25 |  1.13072e+14 |  2.08608e-17 |            0 |            0 |  4.15296e+26 |   1.5394e+24 |  1.12038e+29 |               1 |     0.146138 |     0.780375 |  1.01657e-07 |    0.0434378 |    0.0300489 |            0 
    -5.58559 |  2.27855e+25 |  1.15226e+14 |  2.07268e-17 |            0 |            0 |  4.15123e+26 |  1.55736e+24 |  1.10654e+29 |               1 |     0.146266 |     0.781061 |  1.05479e-07 |    0.0429568 |    0.0297162 |            0 
    -5.57357 |  2.29598e+25 |   1.1742e+14 |  2.05937e-17 |            0 |            0 |  4.14949e+26 |  1.57551e+24 |  1.09287e+29 |               1 |     0.146393 |     0.781739 |  1.09445e-07 |    0.0424808 |    0.0293869 |            0 
    -5.56156 |  2.31352e+25 |  1.19654e+14 |  2.04616e-17 |            0 |            0 |  4.14773e+26 |  1.59388e+24 |  1.07936e+29 |               1 |     0.146519 |     0.782411 |  1.13558e-07 |    0.0420096 |    0.0290609 |            0 
    -5.54955 |  2.33118e+25 |   1.2193e+14 |  2.03305e-17 |            0 |            0 |  4.14597e+26 |  1.61245e+24 |  1.06602e+29 |               1 |     0.146643 |     0.783075 |  1.17825e-07 |    0.0415432 |    0.0287383 |            0 
    -5.53754 |  2.34895e+25 |  1.24248e+14 |  2.02003e-17 |            0 |            0 |  4.14419e+26 |  1.63124e+24 |  1.05284e+29 |               1 |     0.146766 |     0.783733 |  1.22251e-07 |    0.0410817 |     0.028419 |            0 
    -5.52553 |  2.36683e+25 |  1.26608e+14 |   2.0071e-17 |            0 |            0 |   4.1424e+26 |  1.65024e+24 |  1.03982e+29 |               1 |     0.146888 |     0.784384 |  1.26842e-07 |    0.0406249 |     0.028103 |            0 
    -5.51351 |  2.38483e+25 |  1.29013e+14 |  1.99426e-17 |            0 |            0 |   4.1406e+26 |  1.66946e+24 |  1.02696e+29 |               1 |     0.147009 |     0.785028 |  1.31604e-07 |    0.0401728 |    0.0277903 |            0 
     -5.5015 |  2.40295e+25 |  1.31463e+14 |  1.98151e-17 |            0 |            0 |  4.13879e+26 |  1.68889e+24 |  1.01425e+29 |               1 |     0.147128 |     0.785665 |  1.36544e-07 |    0.0397253 |    0.0274808 |            0 
    -5.48949 |  2.42118e+25 |  1.33958e+14 |  1.96886e-17 |            0 |            0 |  4.13697e+26 |  1.70855e+24 |   1.0017e+29 |               1 |     0.147247 |     0.786296 |  1.41668e-07 |    0.0392825 |    0.0271744 |            0 
    -5.47748 |  2.43953e+25 |    1.365e+14 |  1.95629e-17 |            0 |            0 |  4.13513e+26 |  1.72843e+24 |  9.89299e+28 |               1 |     0.147363 |     0.786921 |  1.46983e-07 |    0.0388443 |    0.0268713 |            0 
    -5.46547 |    2.458e+25 |   1.3909e+14 |  1.94381e-17 |            0 |            0 |  4.13328e+26 |  1.74853e+24 |   9.7705e+28 |               1 |     0.147479 |     0.787539 |  1.52496e-07 |    0.0384107 |    0.0265713 |            0 
    -5.45345 |  2.47658e+25 |  1.41728e+14 |  1.93142e-17 |            0 |            0 |  4.13143e+26 |  1.76887e+24 |   9.6495e+28 |               1 |     0.147594 |      0.78815 |  1.58214e-07 |    0.0379815 |    0.0262744 |            0 
    -5.44144 |  2.49528e+25 |  1.44416e+14 |  1.91912e-17 |            0 |            0 |  4.12956e+26 |  1.78943e+24 |  9.52997e+28 |               1 |     0.147707 |     0.788755 |  1.64145e-07 |    0.0375568 |    0.0259806 |            0 
    -5.42943 |  2.51411e+25 |  1.47153e+14 |  1.90691e-17 |            0 |            0 |  4.12767e+26 |  1.81023e+24 |  9.41188e+28 |               1 |     0.147819 |     0.789354 |  1.70298e-07 |    0.0371365 |    0.0256899 |            0 
    -5.41742 |  2.53305e+25 |  1.49942e+14 |  1.89478e-17 |            0 |            0 |  4.12578e+26 |  1.83127e+24 |  9.29524e+28 |               1 |      0.14793 |     0.789947 |  1.76679e-07 |    0.0367207 |    0.0254022 |            0 
    -5.40541 |  2.55212e+25 |  1.52783e+14 |  1.88273e-17 |            0 |            0 |  4.12387e+26 |  1.85254e+24 |  9.18001e+28 |               1 |      0.14804 |     0.790533 |  1.83298e-07 |    0.0363092 |    0.0251175 |            0 
    -5.39339 |  2.57131e+25 |  1.55677e+14 |  1.87077e-17 |            0 |            0 |  4.12195e+26 |  1.87405e+24 |  9.06617e+28 |               1 |     0.148149 |     0.791113 |  1.90163e-07 |     0.035902 |    0.0248359 |            0 
    -5.38138 |  2.59062e+25 |  1.58625e+14 |   1.8589e-17 |            0 |            0 |  4.12002e+26 |  1.89581e+24 |  8.95373e+28 |               1 |     0.148256 |     0.791688 |  1.97284e-07 |     0.035499 |    0.0245571 |            0 
    -5.36937 |  2.61006e+25 |  1.61627e+14 |   1.8471e-17 |            0 |            0 |  4.11808e+26 |  1.91782e+24 |  8.84264e+28 |               1 |     0.148362 |     0.792256 |  2.04669e-07 |    0.0351003 |    0.0242813 |            0 
    -5.35736 |  2.62961e+25 |  1.64685e+14 |  1.83539e-17 |            0 |            0 |  4.11612e+26 |  1.94007e+24 |  8.73291e+28 |               1 |     0.148468 |     0.792818 |   2.1233e-07 |    0.0347058 |    0.0240084 |            0 
    -5.34535 |   2.6493e+25 |    1.678e+14 |  1.82376e-17 |            0 |            0 |  4.11415e+26 |  1.96258e+24 |  8.62451e+28 |               1 |     0.148572 |     0.793374 |  2.20275e-07 |    0.0343155 |    0.0237384 |            0 
    -5.33333 |  2.66911e+25 |  1.70972e+14 |  1.81221e-17 |            0 |            0 |  4.11217e+26 |  1.98534e+24 |  8.51743e+28 |               1 |     0.148675 |     0.793924 |  2.28517e-07 |    0.0339293 |    0.0234712 |            0 
    -5.32132 |  2.68904e+25 |  1.74203e+14 |  1.80074e-17 |            0 |            0 |  4.11018e+26 |  2.00835e+24 |  8.41165e+28 |               1 |     0.148777 |     0.794469 |  2.37064e-07 |    0.0335472 |    0.0232069 |            0 
    -5.30931 |   2.7091e+25 |  1.77493e+14 |  1.78935e-17 |            0 |            0 |  4.10817e+26 |  2.03163e+24 |  8.30716e+28 |               1 |     0.148878 |     0.795008 |  2.45929e-07 |    0.0331691 |    0.0229453 |            0 
     -5.2973 |  2.72929e+25 |  1.80843e+14 |  1.77804e-17 |            0 |            0 |  4.10616e+26 |  2.05517e+24 |  8.20394e+28 |               1 |     0.148978 |     0.795541 |  2.55124e-07 |     0.032795 |    0.0226866 |            0 
    -5.28529 |  2.74961e+25 |  1.84254e+14 |  1.76681e-17 |            0 |            0 |  4.10412e+26 |  2.07898e+24 |  8.10197e+28 |               1 |     0.149076 |     0.796068 |  2.64661e-07 |    0.0324249 |    0.0224305 |            0 
    -5.27327 |  2.77005e+25 |  1.87728e+14 |  1.75566e-17 |            0 |            0 |  4.10208e+26 |  2.10305e+24 |  8.00124e+28 |               1 |     0.149174 |      0.79659 |  2.74552e-07 |    0.0320587 |    0.0221772 |            0 
    -5.26126 |  2.79063e+25 |  1.91266e+14 |  1.74458e-17 |            0 |            0 |  4.10002e+26 |   2.1274e+24 |  7.90174e+28 |               1 |     0.149271 |     0.797106 |   2.8481e-07 |    0.0316965 |    0.0219266 |            0 
    -5.24925 |  2.81134e+25 |  1.94869e+14 |  1.73358e-17 |            0 |            0 |  4.09795e+26 |  2.15202e+24 |  7.80345e+28 |               1 |     0.149366 |     0.797617 |   2.9545e-07 |    0.0313381 |    0.0216787 |            0 
    -5.23724 |  2.83218e+25 |  1.98539e+14 |  1.72265e-17 |            0 |            0 |  4.09587e+26 |  2.17692e+24 |  7.70636e+28 |               1 |     0.149461 |     0.798122 |  3.06485e-07 |    0.0309835 |    0.0214334 |            0 
    -5.22523 |  2.85315e+25 |  2.02277e+14 |   1.7118e-17 |            0 |            0 |  4.09377e+26 |   2.2021e+24 |  7.61044e+28 |               1 |     0.149555 |     0.798622 |   3.1793e-07 |    0.0306327 |    0.0211908 |            0 
    -5.21321 |  2.87425e+25 |  2.06084e+14 |  1.70102e-17 |            0 |            0 |  4.09166e+26 |  2.22756e+24 |   7.5157e+28 |               1 |     0.149647 |     0.799116 |    3.298e-07 |    0.0302857 |    0.0209507 |            0 
     -5.2012 |  2.89549e+25 |  2.09963e+14 |  1.69032e-17 |            0 |            0 |  4.08954e+26 |  2.25331e+24 |   7.4221e+28 |               1 |     0.149739 |     0.799605 |  3.42111e-07 |    0.0299424 |    0.0207132 |            0 
    -5.18919 |  2.91686e+25 |  2.13913e+14 |  1.67969e-17 |            0 |            0 |   4.0874e+26 |  2.27935e+24 |  7.32965e+28 |               1 |     0.149829 |     0.800089 |  3.54879e-07 |    0.0296028 |    0.0204783 |            0 
    -5.17718 |  2.93836e+25 |  2.17937e+14 |  1.66913e-17 |            0 |            0 |  4.08525e+26 |  2.30568e+24 |  7.23832e+28 |               1 |     0.149919 |     0.800568 |   3.6812e-07 |    0.0292668 |    0.0202459 |            0 
    -5.16517 |  2.96001e+25 |  2.22036e+14 |  1.65865e-17 |            0 |            0 |  4.08308e+26 |  2.33231e+24 |  7.14811e+28 |               1 |     0.150008 |     0.801041 |  3.81854e-07 |    0.0289345 |     0.020016 |            0 
    -5.15315 |  2.98179e+25 |  2.26212e+14 |  1.64823e-17 |            0 |            0 |  4.08091e+26 |  2.35923e+24 |  7.05899e+28 |               1 |     0.150095 |      0.80151 |  3.96097e-07 |    0.0286057 |    0.0197886 |            0 
    -5.14114 |   3.0037e+25 |  2.30465e+14 |  1.63789e-17 |            0 |            0 |  4.07871e+26 |  2.38646e+24 |  6.97096e+28 |               1 |     0.150182 |     0.801973 |  4.10868e-07 |    0.0282805 |    0.0195636 |            0 
    -5.12913 |  3.02576e+25 |  2.34797e+14 |  1.62762e-17 |            0 |            0 |  4.07651e+26 |  2.41399e+24 |    6.884e+28 |               1 |     0.150268 |     0.802432 |  4.26188e-07 |    0.0279588 |     0.019341 |            0 
    -5.11712 |  3.04796e+25 |  2.39209e+14 |  1.61741e-17 |            0 |            0 |  4.07429e+26 |  2.44183e+24 |   6.7981e+28 |               1 |     0.150353 |     0.802885 |  4.42075e-07 |    0.0276406 |    0.0191209 |            0 
    -5.10511 |  3.07029e+25 |  2.43703e+14 |  1.60728e-17 |            0 |            0 |  4.07206e+26 |  2.46999e+24 |  6.71325e+28 |               1 |     0.150437 |     0.803334 |  4.58553e-07 |    0.0273258 |    0.0189032 |            0 
    -5.09309 |  3.09277e+25 |  2.48281e+14 |  1.59721e-17 |            0 |            0 |  4.06981e+26 |  2.49846e+24 |  6.62943e+28 |               1 |      0.15052 |     0.803777 |  4.75641e-07 |    0.0270145 |    0.0186878 |            0 
    -5.08108 |  3.11538e+25 |  2.52942e+14 |  1.58722e-17 |            0 |            0 |  4.06755e+26 |  2.52724e+24 |  6.54663e+28 |               1 |     0.150602 |     0.804216 |  4.93363e-07 |    0.0267065 |    0.0184747 |            0 
    -5.06907 |  3.13814e+25 |   2.5769e+14 |  1.57729e-17 |            0 |            0 |  4.06527e+26 |  2.55635e+24 |  6.46484e+28 |               1 |     0.150684 |      0.80465 |  5.11742e-07 |    0.0264018 |     0.018264 |            0 
    -5.05706 |  3.16105e+25 |  2.62525e+14 |  1.56742e-17 |            0 |            0 |  4.06298e+26 |  2.58579e+24 |  6.38405e+28 |               1 |     0.150764 |     0.805079 |  5.30803e-07 |    0.0261005 |    0.0180555 |            0 
    -5.04505 |  3.18409e+25 |  2.67449e+14 |  1.55763e-17 |            0 |            0 |  4.06067e+26 |  2.61555e+24 |  6.30425e+28 |               1 |     0.150843 |     0.805504 |   5.5057e-07 |    0.0258025 |    0.0178493 |            0 
    -5.03303 |  3.20729e+25 |  2.72462e+14 |   1.5479e-17 |            0 |            0 |  4.05836e+26 |  2.64565e+24 |  6.22542e+28 |               1 |     0.150922 |     0.805924 |  5.71069e-07 |    0.0255077 |    0.0176454 |            0 
    -5.02102 |  3.23062e+25 |  2.77567e+14 |  1.53823e-17 |            0 |            0 |  4.05602e+26 |  2.67608e+24 |  6.14755e+28 |               1 |        0.151 |      0.80634 |  5.92329e-07 |    0.0252161 |    0.0174437 |            0 
    -5.00901 |  3.25411e+25 |  2.82765e+14 |  1.52863e-17 |            0 |            0 |  4.05367e+26 |  2.70685e+24 |  6.07063e+28 |               1 |     0.151077 |     0.806751 |  6.14376e-07 |    0.0249277 |    0.0172442 |            0 
      -4.997 |  3.27774e+25 |  2.88058e+14 |   1.5191e-17 |            0 |            0 |  4.05131e+26 |  2.73796e+24 |  5.99465e+28 |               1 |     0.151153 |     0.807157 |  6.37241e-07 |    0.0246425 |    0.0170469 |            0 
    -4.98498 |  3.30152e+25 |  2.93447e+14 |  1.50962e-17 |            0 |            0 |  4.04893e+26 |  2.76942e+24 |   5.9196e+28 |               1 |     0.151228 |     0.807559 |  6.60952e-07 |    0.0243604 |    0.0168518 |            0 
    -4.97297 |  3.32545e+25 |  2.98936e+14 |  1.50021e-17 |            0 |            0 |  4.04654e+26 |  2.80123e+24 |  5.84546e+28 |               1 |     0.151303 |     0.807957 |  6.85542e-07 |    0.0240814 |    0.0166587 |            0 
    -4.96096 |  3.34953e+25 |  3.04526e+14 |  1.49087e-17 |            0 |            0 |  4.04413e+26 |   2.8334e+24 |  5.77223e+28 |               1 |     0.151376 |      0.80835 |  7.11042e-07 |    0.0238054 |    0.0164678 |            0 
    -4.94895 |  3.37376e+25 |   3.1022e+14 |  1.48158e-17 |            0 |            0 |  4.04171e+26 |  2.86592e+24 |  5.69989e+28 |               1 |     0.151449 |     0.808739 |  7.37488e-07 |    0.0235325 |     0.016279 |            0 
    -4.93694 |  3.39814e+25 |  3.16018e+14 |  1.47236e-17 |            0 |            0 |  4.03927e+26 |   2.8988e+24 |  5.62843e+28 |               1 |     0.151521 |     0.809123 |  7.64912e-07 |    0.0232626 |    0.0160923 |            0 
    -4.92492 |  3.42267e+25 |  3.21924e+14 |   1.4632e-17 |            0 |            0 |  4.03682e+26 |  2.93205e+24 |  5.55785e+28 |               1 |     0.151592 |     0.809504 |  7.93352e-07 |    0.0229956 |    0.0159076 |            0 
    -4.91291 |  3.44736e+25 |   3.2794e+14 |   1.4541e-17 |            0 |            0 |  4.03435e+26 |  2.96567e+24 |  5.48813e+28 |               1 |     0.151663 |      0.80988 |  8.22845e-07 |    0.0227316 |     0.015725 |            0 
     -4.9009 |   3.4722e+25 |  3.34067e+14 |  1.44506e-17 |            0 |            0 |  4.03186e+26 |  2.99966e+24 |  5.41926e+28 |               1 |     0.151733 |     0.810252 |  8.53429e-07 |    0.0224705 |    0.0155444 |            0 
    -4.88889 |   3.4972e+25 |  3.40308e+14 |  1.43608e-17 |            0 |            0 |  4.02936e+26 |  3.03402e+24 |  5.35123e+28 |               1 |     0.151801 |      0.81062 |  8.85146e-07 |    0.0222123 |    0.0153658 |            0 
    -4.87688 |  3.52235e+25 |  3.46665e+14 |  1.42717e-17 |            0 |            0 |  4.02685e+26 |  3.06877e+24 |  5.28404e+28 |               1 |      0.15187 |     0.810984 |  9.18037e-07 |    0.0219569 |    0.0151891 |            0 
    -4.86486 |  3.54766e+25 |  3.53139e+14 |   1.4183e-17 |            0 |            0 |  4.02432e+26 |   3.1039e+24 |  5.21767e+28 |               1 |     0.151937 |     0.811343 |  9.52145e-07 |    0.0217044 |    0.0150144 |            0 
    -4.85285 |  3.57313e+25 |  3.59733e+14 |   1.4095e-17 |            0 |            0 |  4.02177e+26 |  3.13942e+24 |   5.1521e+28 |               1 |     0.152004 |     0.811699 |  9.87515e-07 |    0.0214546 |    0.0148416 |            0 
    -4.84084 |  3.59876e+25 |   3.6645e+14 |  1.40076e-17 |            0 |            0 |  4.01921e+26 |  3.17534e+24 |  5.08734e+28 |               1 |     0.152069 |     0.812051 |  1.02419e-06 |    0.0212076 |    0.0146708 |            0 
    -4.82883 |  3.62455e+25 |   3.7329e+14 |  1.39207e-17 |            0 |            0 |  4.01663e+26 |  3.21165e+24 |  5.02337e+28 |               1 |     0.152135 |     0.812399 |  1.06223e-06 |    0.0209634 |    0.0145018 |            0 
    -4.81682 |   3.6505e+25 |  3.80256e+14 |  1.38344e-17 |            0 |            0 |  4.01403e+26 |  3.24836e+24 |  4.96019e+28 |               1 |     0.152199 |     0.812743 |  1.10167e-06 |    0.0207219 |    0.0143347 |            0 
     -4.8048 |  3.67661e+25 |  3.87351e+14 |  1.37487e-17 |            0 |            0 |  4.01142e+26 |  3.28548e+24 |  4.89777e+28 |               1 |     0.152263 |     0.813084 |  1.14257e-06 |     0.020483 |    0.0141695 |            0 
    -4.79279 |  3.70289e+25 |  3.94576e+14 |  1.36636e-17 |            0 |            0 |   4.0088e+26 |    3.323e+24 |  4.83612e+28 |               1 |     0.152326 |      0.81342 |  1.18499e-06 |    0.0202468 |    0.0140061 |            0 
    -4.78078 |  3.72933e+25 |  4.01933e+14 |   1.3579e-17 |            0 |            0 |  4.00615e+26 |  3.36094e+24 |  4.77523e+28 |               1 |     0.152388 |     0.813753 |  1.22897e-06 |    0.0200132 |    0.0138445 |            0 
    -4.76877 |  3.75593e+25 |  4.09425e+14 |  1.34949e-17 |            0 |            0 |  4.00349e+26 |   3.3993e+24 |  4.71508e+28 |               1 |      0.15245 |     0.814082 |  1.27458e-06 |    0.0197823 |    0.0136848 |            0 
    -4.75676 |   3.7827e+25 |  4.17053e+14 |  1.34114e-17 |            0 |            0 |  4.00081e+26 |  3.43807e+24 |  4.65566e+28 |               1 |     0.152511 |     0.814407 |  1.32188e-06 |    0.0195539 |    0.0135268 |            0 
    -4.74474 |  3.80963e+25 |   4.2482e+14 |  1.33285e-17 |            0 |            0 |  3.99812e+26 |  3.47728e+24 |  4.59698e+28 |               1 |     0.152571 |     0.814729 |  1.37093e-06 |     0.019328 |    0.0133705 |            0 
    -4.73273 |  3.83673e+25 |  4.32728e+14 |  1.32461e-17 |            0 |            0 |  3.99541e+26 |  3.51691e+24 |  4.53901e+28 |               1 |     0.152631 |     0.815047 |  1.42178e-06 |    0.0191047 |    0.0132161 |            0 
    -4.72072 |    3.864e+25 |   4.4078e+14 |  1.31643e-17 |            0 |            0 |  3.99268e+26 |  3.55698e+24 |  4.48175e+28 |               1 |     0.152689 |     0.815362 |  1.47452e-06 |    0.0188839 |    0.0130633 |            0 
    -4.70871 |  3.89144e+25 |  4.48978e+14 |  1.30829e-17 |            0 |            0 |  3.98994e+26 |  3.59749e+24 |   4.4252e+28 |               1 |     0.152748 |     0.815673 |  1.52921e-06 |    0.0186655 |    0.0129122 |            0 
     -4.6967 |  3.91905e+25 |  4.57327e+14 |  1.30021e-17 |            0 |            0 |  3.98718e+26 |  3.63845e+24 |  4.36933e+28 |               1 |     0.152805 |     0.815981 |  1.58592e-06 |    0.0184496 |    0.0127629 |            0 
    -4.68468 |  3.94683e+25 |  4.65829e+14 |  1.29219e-17 |            0 |            0 |   3.9844e+26 |  3.67985e+24 |  4.31415e+28 |               1 |     0.152862 |     0.816285 |  1.64473e-06 |    0.0182361 |    0.0126152 |            0 
    -4.67267 |  3.97479e+25 |  4.74488e+14 |  1.28421e-17 |            0 |            0 |  3.98161e+26 |  3.72171e+24 |  4.25965e+28 |               1 |     0.152919 |     0.816585 |  1.70571e-06 |     0.018025 |    0.0124692 |            0 
    -4.66066 |  4.00292e+25 |  4.83306e+14 |  1.27629e-17 |            0 |            0 |  3.97879e+26 |  3.76402e+24 |  4.20582e+28 |               1 |     0.152974 |     0.816883 |  1.76894e-06 |    0.0178163 |    0.0123248 |            0 
    -4.64865 |  4.03122e+25 |  4.92287e+14 |  1.26842e-17 |            0 |            0 |  3.97596e+26 |   3.8068e+24 |  4.15264e+28 |               1 |     0.153029 |     0.817177 |   1.8345e-06 |    0.0176099 |     0.012182 |            0 
    -4.63664 |   4.0597e+25 |  5.01434e+14 |   1.2606e-17 |            0 |            0 |  3.97311e+26 |  3.85004e+24 |  4.10012e+28 |               1 |     0.153084 |     0.817468 |   1.9025e-06 |    0.0174058 |    0.0120408 |            0 
    -4.62462 |  4.08835e+25 |   5.1075e+14 |  1.25283e-17 |            0 |            0 |  3.97025e+26 |  3.89376e+24 |  4.04824e+28 |               1 |     0.153138 |     0.817755 |    1.973e-06 |     0.017204 |    0.0119012 |            0 
    -4.61261 |  4.11718e+25 |  5.20239e+14 |  1.24511e-17 |            0 |            0 |  3.96737e+26 |  3.93795e+24 |    3.997e+28 |               1 |     0.153191 |     0.818039 |   2.0461e-06 |    0.0170045 |    0.0117632 |            0 
     -4.6006 |   4.1462e+25 |  5.29903e+14 |  1.23745e-17 |            0 |            0 |  3.96446e+26 |  3.98262e+24 |  3.94639e+28 |               1 |     0.153244 |      0.81832 |  2.12191e-06 |    0.0168073 |    0.0116267 |            0 
    -4.58859 |  4.17539e+25 |  5.39745e+14 |  1.22983e-17 |            0 |            0 |  3.96155e+26 |  4.02778e+24 |   3.8964e+28 |               1 |     0.153296 |     0.818598 |  2.20052e-06 |    0.0166122 |    0.0114918 |            0 
    -4.57658 |  4.20476e+25 |   5.4977e+14 |  1.22226e-17 |            0 |            0 |  3.95861e+26 |  4.07343e+24 |  3.84702e+28 |               1 |     0.153347 |     0.818873 |  2.28203e-06 |    0.0164194 |    0.0113584 |            0 
    -4.56456 |  4.23431e+25 |  5.59979e+14 |  1.21474e-17 |            0 |            0 |  3.95565e+26 |  4.11958e+24 |  3.79825e+28 |               1 |     0.153398 |     0.819145 |  2.36655e-06 |    0.0162287 |    0.0112265 |            0 
    -4.55255 |  4.26405e+25 |  5.70376e+14 |  1.20727e-17 |            0 |            0 |  3.95268e+26 |  4.16623e+24 |  3.75008e+28 |               1 |     0.153448 |     0.819413 |  2.45419e-06 |    0.0160402 |    0.0110961 |            0 
    -4.54054 |  4.29397e+25 |  5.80965e+14 |  1.19984e-17 |            0 |            0 |  3.94969e+26 |  4.21338e+24 |  3.70249e+28 |               1 |     0.153498 |     0.819679 |  2.54506e-06 |    0.0158538 |    0.0109672 |            0 
    -4.52853 |  4.32408e+25 |  5.91748e+14 |  1.19247e-17 |            0 |            0 |  3.94668e+26 |  4.26105e+24 |   3.6555e+28 |               1 |     0.153547 |     0.819941 |   2.6393e-06 |    0.0156695 |    0.0108397 |            0 
    -4.51652 |  4.35437e+25 |  6.02729e+14 |  1.18514e-17 |            0 |            0 |  3.94365e+26 |  4.30923e+24 |  3.60908e+28 |               1 |     0.153596 |     0.820201 |  2.73701e-06 |    0.0154873 |    0.0107137 |            0 
     -4.5045 |  4.38485e+25 |   6.1391e+14 |  1.17786e-17 |            0 |            0 |   3.9406e+26 |  4.35794e+24 |  3.56323e+28 |               1 |     0.153644 |     0.820457 |  2.83832e-06 |    0.0153072 |     0.010589 |            0 
    -4.49249 |  4.41552e+25 |  6.25295e+14 |  1.17062e-17 |            0 |            0 |  3.93753e+26 |  4.40717e+24 |  3.51794e+28 |               1 |     0.153691 |     0.820711 |  2.94338e-06 |    0.0151291 |    0.0104658 |            0 
